proteins	genes	gene_name	kcat	rxns	notes	stoicho
P39451	b1478	adhP	22.550645175314	ALCD19_REV	Heckmann-Dataset S1C	1
P0A9Q7	b1241	adhE	21.1013834797386	ALCD2x	Heckmann-Dataset S1C	1
P39451	b1478	adhP	21.1013834797386	ALCD2x	Heckmann-Dataset S1C	1
P39451	b1478	adhP	10.5533836284025	ALCD2x_REV	Heckmann-Dataset S1C	1
P80668	b1385	feaB	6.35332337312877	ALDD19xr_REV	Heckmann-Dataset S1C	1
P0AG84	b3003	yghA	5.82556844710157	ALDD2y	Heckmann-Dataset S1C	1
P37685	b3588	aldB	5.82556844710157	ALDD2y	Heckmann-Dataset S1C	1
P0AFP4	b0493	ybbO	5.82556844710157	ALDD2y	Heckmann-Dataset S1C	1
Q46856	b3011	yqhD	5.66323224437527	ALDD3y	Heckmann-Dataset S1C	1
P37685	b3588	aldB	5.66323224437527	ALDD3y	Heckmann-Dataset S1C	1
P27250	b4269	ahr	5.66323224437527	ALDD3y	Heckmann-Dataset S1C	1
P77475	b2690	yqaB	13.8354553098106	ALKP	Heckmann-Dataset S1C	1
P32718	b4084	alsK	8.53540788201842	ALLK	Heckmann-Dataset S1C	1
P37351	b4090	rpiB	5.98679926956662	ALLPI	Heckmann-Dataset S1C	1
P37351	b4090	rpiB	5.98679926956662	ALLPI_REV	Heckmann-Dataset S1C	1
P77425	b0516	allC	10.6291000267471	ALLTAMH2	Heckmann-Dataset S1C	1
P77671	b0512	allB	9.84431651530832	ALLTN	Heckmann-Dataset S1C	1
P32719	b4085	alsE	7.0100863743819	ALLULPE	Heckmann-Dataset S1C	1
P32719	b4085	alsE	8.62007041767261	ALLULPE_REV	Heckmann-Dataset S1C	1
P69776 + P23930	b1677 and b0657	lpp + lnt	5.51015809942923	ALPATE160pp	Heckmann-Dataset S1C	1
P69776 + P23930	b1677 and b0657	lpp + lnt	5.51015809942923	ALPATG160pp	Heckmann-Dataset S1C	1
P76234	b1781	yeaE	7.21837245614033	ALR2	Heckmann-Dataset S1C	1
P30863	b0207	dkgB	7.21837245614033	ALR2	Heckmann-Dataset S1C	1
Q46851	b3001	gpr	7.21837245614033	ALR2	Heckmann-Dataset S1C	1
P77256	b1771	ydjG	7.34603584029288	ALR2x	Heckmann-Dataset S1C	1
P0A9S5	b3945	gldA	5.94746483433418	ALR4x	Heckmann-Dataset S1C	1
P42604	b3091	uxaA	7.66113765671388	ALTRH	Heckmann-Dataset S1C	1
P13016	b0110	ampD	7.55355587820654	AM3PA	Heckmann-Dataset S1C	1
P13016	b0110	ampD	7.55355587820654	AM4PA	Heckmann-Dataset S1C	1
P76008	b1192	ldcA	17.9131183641197	AM4PCP	Heckmann-Dataset S1C	1
P15977	b3416	malQ	8.1445963560195	AMALT1	Heckmann-Dataset S1C	1
P15977	b3416	malQ	8.1445963560195	AMALT2	Heckmann-Dataset S1C	1
P15977	b3416	malQ	8.1445963560195	AMALT3	Heckmann-Dataset S1C	1
P15977	b3416	malQ	8.1445963560195	AMALT4	Heckmann-Dataset S1C	1
P0A761	b3223	nanE	13.4208419454982	AMANAPEr	Heckmann-Dataset S1C	1
P0A761	b3223	nanE	13.4208419454982	AMANAPEr_REV	Heckmann-Dataset S1C	1
P45425	b3222	nanK	9.41371178700294	AMANK	Heckmann-Dataset S1C	1
P12995	b0774	bioA	7.97479082251521	AMAOTr_REV	Heckmann-Dataset S1C	1
P30136	b3994	thiC	0.007	AMPMS2	Heckmann-Dataset S1C	1
P0AE12	b1982	amn	10.9966267301907	AMPN	Heckmann-Dataset S1C	1
P16691	b4093	phnO	6.25521897159379	AMPNTAT	Heckmann-Dataset S1C	1
P04825	b0932	pepN	12.2318421292692	AMPTASECG	Heckmann-Dataset S1C	1
P15288	b0237	pepD	12.2318421292692	AMPTASECG	Heckmann-Dataset S1C	1
P37095	b2523	pepB	12.2318421292692	AMPTASECG	Heckmann-Dataset S1C	1
P68767	b4260	pepA	12.2318421292692	AMPTASECG	Heckmann-Dataset S1C	1
P04825	b0932	pepN	12.2318421292692	AMPTASEPG	Heckmann-Dataset S1C	1
P15288	b0237	pepD	12.2318421292692	AMPTASEPG	Heckmann-Dataset S1C	1
P37095	b2523	pepB	12.2318421292692	AMPTASEPG	Heckmann-Dataset S1C	1
P68767	b4260	pepA	12.2318421292692	AMPTASEPG	Heckmann-Dataset S1C	1
P77570	b1640	anmK	10.2736379789841	ANHMK	Heckmann-Dataset S1C	1
P00904 + P00895	b1263 and b1264	trpGD + trpE	17.2590808767831	ANS	Heckmann-Dataset S1C	1
P0A8N5	b4129	lysU	9.73912172260244	AP4AS	Heckmann-Dataset S1C	1
P05637	b0049	apaH	22.6935382139956	AP5AH	Heckmann-Dataset S1C	1
P60782	b3059	plsY	9.87477281963863	APG3PAT120	Heckmann-Dataset S1C	1
P60782	b3059	plsY	9.87477281963863	APG3PAT140	Heckmann-Dataset S1C	1
P60782	b3059	plsY	9.87477281963863	APG3PAT141	Heckmann-Dataset S1C	1
P60782	b3059	plsY	7.13652466003536	APG3PAT160	Heckmann-Dataset S1C	1
P60782	b3059	plsY	6.33810777213502	APG3PAT161	Heckmann-Dataset S1C	1
P60782	b3059	plsY	9.87477281963863	APG3PAT180	Heckmann-Dataset S1C	1
P60782	b3059	plsY	5.4924414425035	APG3PAT181	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH120	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH140	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH141	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH160	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH161	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH180	Heckmann-Dataset S1C	1
P0AB65	b0968	yccX	5.64532486823644	APH181	Heckmann-Dataset S1C	1
P0A9S5	b3945	gldA	5.94746483433418	APPLDHr	Heckmann-Dataset S1C	1
P0A9S5	b3945	gldA	5.52112613019445	APPLDHr_REV	Heckmann-Dataset S1C	1
P69922	b2802	fucI	7.54082956772798	ARABDI	Heckmann-Dataset S1C	1
P69922	b2802	fucI	7.54082956772798	ARABDI_REV	Heckmann-Dataset S1C	1
P08202	b0062	araA	5.87769280281901	ARAI	Heckmann-Dataset S1C	1
P08202	b0062	araA	5.87769280281901	ARAI_REV	Heckmann-Dataset S1C	1
P28629	b4117	adiA	32.4432385562773	ARGDC	Heckmann-Dataset S1C	1
P21170	b2938	speA	30.6265997297014	ARGDCpp	Heckmann-Dataset S1C	1
P11447	b3960	argH	11.8110161530733	ARGSL_REV	Heckmann-Dataset S1C	1
P0A9T0	b2913	serA	7.38416285367725	ARHGDx	Heckmann-Dataset S1C	1
P16679 + P16686 + P16687 + P16685	b4096 and b4100 and b4099 and b4101	phnL + phnH + phnI + phnG	9.88480731519341	ARMEPNS	Heckmann-Dataset S1C	1
P0A9Q9	b3433	asd	11.6645773743091	ASAD	Heckmann-Dataset S1C	1
P0A9Q9	b3433	asd	18.6337640884861	ASAD_REV	Heckmann-Dataset S1C	1
P39300	b4192	ulaG	12.2898542905242	ASCBPL	Heckmann-Dataset S1C	1
P0A962	b1767	ansA	7.54961253966413	ASNN	Heckmann-Dataset S1C	1
P37595	b0828	iaaA	7.54961253966413	ASNN	Heckmann-Dataset S1C	1
P00805	b2957	ansB	13.8996381142985	ASNNpp	Heckmann-Dataset S1C	1
P00561	b0002	thrA	10.6147423842663	ASPK_REV	Heckmann-Dataset S1C	1
P08660	b4024	lysC	10.6147423842663	ASPK_REV	Heckmann-Dataset S1C	1
P00562	b3940	metL	10.6147423842663	ASPK_REV	Heckmann-Dataset S1C	1
P0AC59 + P0AB96	b1064 and b3503	grxB + arsC	14.4904842323542	ASR	Heckmann-Dataset S1C	1
P0AE37	b1747	astA	5.93045782748065	AST	Heckmann-Dataset S1C	1
P39831	b1539	ydfG	43.9976219143484	ATHRDHr_REV	Heckmann-Dataset S1C	1
P0ABC0 + P0A6E6 + P0ABA6 + P0ABA4 + P0ABB0 + P0ABB4 + P0AB98 + P0ABA0 + P68699	b3739 and b3731 and b3733 and b3735 and b3734 and b3732 and b3738 and b3736 and b3737	atpI + atpC + atpG + atpH + atpA + atpD + atpB + atpF + atpE	395.486610471369	ATPS4rpp	Heckmann-Dataset S1C	1
P0A6E6 + P0ABA6 + P0ABA4 + P0ABB0 + P0ABB4 + P0AB98 + P0ABA0 + P68699	b3731 and b3733 and b3735 and b3734 and b3732 and b3738 and b3736 and b3737	atpC + atpG + atpH + atpA + atpD + atpB + atpF + atpE	395.486610471369	ATPS4rpp	Heckmann-Dataset S1C	1
P0ABC0 + P0A6E6 + P0ABA6 + P0ABA4 + P0ABB0 + P0ABB4 + P0AB98 + P0ABA0 + P68699	b3739 and b3731 and b3733 and b3735 and b3734 and b3732 and b3738 and b3736 and b3737	atpI + atpC + atpG + atpH + atpA + atpD + atpB + atpF + atpE	41.0558867475998	ATPS4rpp_REV	Heckmann-Dataset S1C	1
P0A6E6 + P0ABA6 + P0ABA4 + P0ABB0 + P0ABB4 + P0AB98 + P0ABA0 + P68699	b3731 and b3733 and b3735 and b3734 and b3732 and b3738 and b3736 and b3737	atpC + atpG + atpH + atpA + atpD + atpB + atpF + atpE	41.0558867475998	ATPS4rpp_REV	Heckmann-Dataset S1C	1
P17445	b0312	betB	6.68279883045761	BETALDHx	Heckmann-Dataset S1C	1
P17445	b0312	betB	7.63898671760847	BETALDHy	Heckmann-Dataset S1C	1
P17411	b1734	chbF	16.324331259361	BGLA1	Heckmann-Dataset S1C	1
P24240	b2716	ascB	16.324331259361	BGLA1	Heckmann-Dataset S1C	1
P11988	b3721	bglB	16.324331259361	BGLA1	Heckmann-Dataset S1C	1
P32173	b3857	mobA	9.78017358694592	BMOGDS1	Heckmann-Dataset S1C	1
P32173 + P32125	b3857 and b3856	mobA + mobB	9.78017358694592	BMOGDS1	Heckmann-Dataset S1C	1
P32173	b3857	mobA	9.78017358694592	BMOGDS2	Heckmann-Dataset S1C	1
P32173 + P32125	b3857 and b3856	mobA + mobB	9.78017358694592	BMOGDS2	Heckmann-Dataset S1C	1
P20099	b3551	bisC	9.96477057818195	BSORx	Heckmann-Dataset S1C	1
P20099	b3551	bisC	8.17787745477089	BSORy	Heckmann-Dataset S1C	1
P76459 + P76458	b2222 and b2221	atoA + atoD	6.68041709674797	BUTCT	Heckmann-Dataset S1C	1
P32173	b3857	mobA	9.78017358694592	BWCOGDS1	Heckmann-Dataset S1C	1
P32173 + P32125	b3857 and b3856	mobA + mobB	9.78017358694592	BWCOGDS1	Heckmann-Dataset S1C	1
P32173	b3857	mobA	9.78017358694592	BWCOGDS2	Heckmann-Dataset S1C	1
P32173 + P32125	b3857 and b3856	mobA + mobB	9.78017358694592	BWCOGDS2	Heckmann-Dataset S1C	1
P12281	b0827	moeA	4.67933517568821	BWCOS	Heckmann-Dataset S1C	1
P13029	b3942	katG	106.717501617949	CAT	Heckmann-Dataset S1C	1
P21179	b1732	katE	106.717501617949	CAT	Heckmann-Dataset S1C	1
P0A9H5	b1270	btuR	7.79958936375767	CBIAT	Heckmann-Dataset S1C	1
P0A9H5	b1270	btuR	7.17415862680257	CBIAT_REV	Heckmann-Dataset S1C	1
P0A9H5	b1270	btuR	7.17415862680257	CBLAT_REV	Heckmann-Dataset S1C	1
P37306	b0521	allK	22.0985712615015	CBMKr	Heckmann-Dataset S1C	1
P37306	b0521	allK	21.8287269409359	CBMKr_REV	Heckmann-Dataset S1C	1
P77756	b0444	queC	5.97053657094509	CCGS	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA120	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA140	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA141	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA160	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA161	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA180	Heckmann-Dataset S1C	1
P06282	b3918	cdh	14.5905993785821	CDAPPA181	Heckmann-Dataset S1C	1
Q46920	b2794	queF	7.34225466894063	CDGR	Heckmann-Dataset S1C	1
P77334	b1285	pdeR	11.0171500568784	CDGUNPD	Heckmann-Dataset S1C	1
P21514	b0315	pdeL	11.0171500568784	CDGUNPD	Heckmann-Dataset S1C	1
P37646	b3525	pdeH	11.0171500568784	CDGUNPD	Heckmann-Dataset S1C	1
P77172	b2503	pdeF	11.0171500568784	CDGUNPD	Heckmann-Dataset S1C	1
P76129	b1489	dosP	11.0171500568784	CDGUNPD	Heckmann-Dataset S1C	1
P37691	b3614	yibQ	20.9564430124409	CDPPH	Heckmann-Dataset S1C	1
P17444	b0311	betA	5.36360113159844	CHOLD	Heckmann-Dataset S1C	1
P0AET8	b1619	hdhA	5.46884904179311	CHOLID	Heckmann-Dataset S1C	1
P26602	b4039	ubiC	0.543619102929351	CHRPL	Heckmann-Dataset S1C	1
P28305	b1096	pabC	0.543619102929351	CHRPL	Heckmann-Dataset S1C	1
P77650 + P0ABR5 + P0ABW0 + Q47140	b2542 and b2538 and b2540 and b2539	hcaD + hcaE + hcaC + hcaF	8.48131124326115	CINNDO	Heckmann-Dataset S1C	1
P0A6G5 + P69330 + P0A9I1 + P75726	b0614 and b0617 and b0616 and b0615	citX + citD + citE + citF	81.3177019658477	CITL	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	5.2334005566775	CLPNS120pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	5.2334005566775	CLPNS120pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS120pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS120pp_REV	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	5.2334005566775	CLPNS140pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	5.2334005566775	CLPNS140pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS140pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS140pp_REV	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	5.2334005566775	CLPNS141pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	5.2334005566775	CLPNS141pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS141pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS141pp_REV	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	0.247394389254112	CLPNS160pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	0.247394389254112	CLPNS160pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS160pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS160pp_REV	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	0.21079347427593	CLPNS161pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	0.21079347427593	CLPNS161pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS161pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS161pp_REV	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	5.2334005566775	CLPNS180pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	5.2334005566775	CLPNS180pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS180pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS180pp_REV	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	0.135608986592734	CLPNS181pp	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	0.135608986592734	CLPNS181pp	Heckmann-Dataset S1C	1
P0AA84	b0789	clsB	4.949595302671	CLPNS181pp_REV	Heckmann-Dataset S1C	1
P0A6H8	b1249	clsA	4.949595302671	CLPNS181pp_REV	Heckmann-Dataset S1C	1
P76445	b2174	lpxT	10.2269643957335	COLIPAKpp	Heckmann-Dataset S1C	1
P65870	b2765	queD	4.6092320763004	CPH4S	Heckmann-Dataset S1C	1
P16688	b4098	phnJ	10.2218166932244	CPL	Heckmann-Dataset S1C	1
P0A738 + P30745	b0783 and b0781	moaC + moaA	1.13902792635075	CPMPS	Heckmann-Dataset S1C	1
P32131	b3867	hemN	5.40405812820357	CPPPGO2	Heckmann-Dataset S1C	1
P31572	b0038	caiB	8.14837102939885	CRNBTCT	Heckmann-Dataset S1C	1
P31572	b0038	caiB	8.14837102939885	CRNBTCT_REV	Heckmann-Dataset S1C	1
P31552	b0037	caiC	7.84494481662741	CRNCAL2	Heckmann-Dataset S1C	1
P31551	b0036	caiD	36.7833834874228	CRNCAR	Heckmann-Dataset S1C	1
P31551	b0036	caiD	36.7833834874228	CRNCAR_REV	Heckmann-Dataset S1C	1
P31572	b0038	caiB	8.14837102939885	CRNCBCT	Heckmann-Dataset S1C	1
P31572	b0038	caiB	8.14837102939885	CRNCBCT_REV	Heckmann-Dataset S1C	1
P31551	b0036	caiD	9.8791774614638	CRNCDH	Heckmann-Dataset S1C	1
P31551	b0036	caiD	9.8791774614638	CRNCDH_REV	Heckmann-Dataset S1C	1
P31552	b0037	caiC	7.84494481662741	CRNDCAL2	Heckmann-Dataset S1C	1
P31552	b0037	caiC	7.84494481662741	CTBTCAL2	Heckmann-Dataset S1C	1
P21177	b3846	fadB	32.7526628660403	CTECOAI6	Heckmann-Dataset S1C	1
P21177	b3846	fadB	32.7526628660403	CTECOAI6_REV	Heckmann-Dataset S1C	1
P21177	b3846	fadB	32.7526628660403	CTECOAI7	Heckmann-Dataset S1C	1
P21177	b3846	fadB	55.0	CTECOAI7_REV	Heckmann-Dataset S1C	1
P21177	b3846	fadB	32.7526628660403	CTECOAI8	Heckmann-Dataset S1C	1
P21177	b3846	fadB	41.7711881918955	CTECOAI8_REV	Heckmann-Dataset S1C	1
P36649	b0123	cueO	22.9970612997064	CU1Opp	Heckmann-Dataset S1C	1
P76113	b1449	curA	7.65295096835558	CURR	Heckmann-Dataset S1C	1
P76290	b1870	cmoA	10.5422327038766	CXSAMS	Heckmann-Dataset S1C	1
P55734	b2668	ygaP	8.05395627705488	CYANST	Heckmann-Dataset S1C	1
P31142	b2521	sseA	8.05395627705488	CYANST	Heckmann-Dataset S1C	1
P00816	b0340	cynS	4.75848947844236	CYNTAH	Heckmann-Dataset S1C	1
P0A853	b3708	tnaA	3.73833877568561	CYSDS	Heckmann-Dataset S1C	1
P06721	b3008	metC	3.73833877568561	CYSDS	Heckmann-Dataset S1C	1
P77444	b1680	sufS	6.70410633993799	CYSSADS	Heckmann-Dataset S1C	1
Q46925	b2810	csdA	6.70410633993799	CYSSADS	Heckmann-Dataset S1C	1
P00509	b0928	aspC	7.05493128586977	CYSTA	Heckmann-Dataset S1C	1
P23256	b1622	malY	8.40984804863167	CYSTL	Heckmann-Dataset S1C	1
P06721	b3008	metC	8.40984804863167	CYSTL	Heckmann-Dataset S1C	1
P26459 + P26458	b0978 and b0979	appC + appB	19.1000025991512	CYTBD2pp	Heckmann-Dataset S1C	1
P0ABK2 + P0ABJ9 + P56100	b0734 and b0733 and b4515	cydB + cydA + cydX	8.51627818790513	CYTBDpp	Heckmann-Dataset S1C	1
P26459 + P26458	b0978 and b0979	appC + appB	8.51627818790513	CYTBDpp	Heckmann-Dataset S1C	1
P0ABJ1 + P0ABI8 + P0ABJ6 + P0ABJ3	b0432 and b0431 and b0429 and b0430	cyoA + cyoB + cyoD + cyoC	45.3482514390652	CYTBO3_4pp	Heckmann-Dataset S1C	1
P0ABF6	b2143	cdd	10.59607020381	CYTD	Heckmann-Dataset S1C	1
P22564	b0030	rihC	9.72248156463871	CYTDH	Heckmann-Dataset S1C	1
P41409	b0651	rihA	9.72248156463871	CYTDH	Heckmann-Dataset S1C	1
P0A8F4	b2066	udk	9.78144941091262	CYTDK1	Heckmann-Dataset S1C	1
P0A8F4	b2066	udk	10.1158531405334	CYTDK2	Heckmann-Dataset S1C	1
P0A6I0	b0910	cmk	8.9119778017279	CYTK1_REV	Heckmann-Dataset S1C	1
P0A6I0	b0910	cmk	9.99748309362758	CYTK2	Heckmann-Dataset S1C	1
P0A6I0	b0910	cmk	8.34021627303796	CYTK2_REV	Heckmann-Dataset S1C	1
P22333	b1623	add	33.0541357457718	DADA	Heckmann-Dataset S1C	1
P69441	b0474	adk	4.81427669638384	DADK	Heckmann-Dataset S1C	1
P69441	b0474	adk	3.92007383177679	DADK_REV	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK120	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK140	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK141	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK160	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK161	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK180	Heckmann-Dataset S1C	1
P0ABN1	b4042	dgkA	6.37340143940361	DAGK181	Heckmann-Dataset S1C	1
P66899	b2871	ygeX	15.7440617950712	DAPAL	Heckmann-Dataset S1C	1
P0A6K1	b3809	dapF	14.8363565861348	DAPE_REV	Heckmann-Dataset S1C	1
P0ABG1	b0175	cdsA	31.631520610796	DASYN120	Heckmann-Dataset S1C	1
P0ABG1	b0175	cdsA	31.631520610796	DASYN140	Heckmann-Dataset S1C	1
P0ABG1	b0175	cdsA	31.631520610796	DASYN141	Heckmann-Dataset S1C	1
P0ABG1	b0175	cdsA	31.631520610796	DASYN180	Heckmann-Dataset S1C	1
P37794	b1733	chbG	11.1035561824413	DC6PDA	Heckmann-Dataset S1C	1
P28248	b2065	dcd	4.31628619828794	DCTPD	Heckmann-Dataset S1C	1
P0ABF6	b2143	cdd	10.59607020381	DCYTD	Heckmann-Dataset S1C	1
P31459	b3693	dgoK	9.35832351964338	DDGALK	Heckmann-Dataset S1C	1
P37647	b3526	kdgK	7.67514104450385	DDGLK	Heckmann-Dataset S1C	1
Q6BF16	b4477	dgoA	6.3869982316261	DDPGALA	Heckmann-Dataset S1C	1
Q6BF16	b4477	dgoA	5.89027829518053	DDPGALA_REV	Heckmann-Dataset S1C	1
P60546	b3648	gmk	10.0047946408752	DGK1	Heckmann-Dataset S1C	1
P60546	b3648	gmk	8.45670598626436	DGK1_REV	Heckmann-Dataset S1C	1
P77302	b1341	dgcM	5.94913740240481	DGUNC	Heckmann-Dataset S1C	1
P31129	b1535	dgcZ	5.94913740240481	DGUNC	Heckmann-Dataset S1C	1
P0AA89	b1490	dosC	5.94913740240481	DGUNC	Heckmann-Dataset S1C	1
P76245	b1794	dgcP	5.94913740240481	DGUNC	Heckmann-Dataset S1C	1
P75908	b1025	dgcT	5.94913740240481	DGUNC	Heckmann-Dataset S1C	1
P76082	b1393	paaF	10.9780613420595	DHACOAH	Heckmann-Dataset S1C	1
P76082	b1393	paaF	10.9780613420595	DHACOAH_REV	Heckmann-Dataset S1C	1
P76015 + P37349 + P08839 + P0AA04 + P76014	b1200 and b1198 and b2416 and b2415 and b1199	dhaK + dhaM + ptsI + ptsH + dhaL	44.351669172647	DHAPT	Heckmann-Dataset S1C	1
P15047	b0596	entA	5.71796624690977	DHBD_REV	Heckmann-Dataset S1C	1
P0CI31	b2541	hcaB	5.16779470190159	DHCIND	Heckmann-Dataset S1C	1
P0ABR9	b0348	mhpB	18.7533823196001	DHCINDO	Heckmann-Dataset S1C	1
P76113	b1449	curA	7.65295096835558	DHCURR	Heckmann-Dataset S1C	1
P0AFS3	b1606	folM	4.42736783437002	DHFR_REV	Heckmann-Dataset S1C	1
P0ABQ4	b0048	folA	4.42736783437002	DHFR_REV	Heckmann-Dataset S1C	1
P0AFS3	b1606	folM	5.56551811436266	DHMPTR	Heckmann-Dataset S1C	1
P77781	b1686	menI	0.683201038913556	DHNCOAT	Heckmann-Dataset S1C	1
P0AC16	b3058	folB	5.77471066931013	DHNPA2r_REV	Heckmann-Dataset S1C	1
P0AC16	b3058	folB	6.50749299599942	DHNPTE	Heckmann-Dataset S1C	1
P0AC16	b3058	folB	6.50749299599942	DHNPTE_REV	Heckmann-Dataset S1C	1
P0A7E1	b0945	pyrD	0.0040785726484192	DHORD5	Heckmann-Dataset S1C	1
P05020	b1062	pyrC	9.66611921712663	DHORTS	Heckmann-Dataset S1C	1
P05020	b1062	pyrC	14.3002400767693	DHORTS_REV	Heckmann-Dataset S1C	1
P0CI31	b2541	hcaB	5.16779470190159	DHPPD	Heckmann-Dataset S1C	1
P38489	b0578	nfsB	5.99250249426982	DHPTDNR	Heckmann-Dataset S1C	1
P38489	b0578	nfsB	4.83672099497515	DHPTDNRN	Heckmann-Dataset S1C	1
P0AC19	b2303	folX	6.23343768080963	DHPTPE	Heckmann-Dataset S1C	1
P0AC19	b2303	folX	6.23343768080963	DHPTPE_REV	Heckmann-Dataset S1C	1
Q46857	b3012	dkgA	7.50495570572763	DKGLCNR1	Heckmann-Dataset S1C	1
P30863	b0207	dkgB	7.50495570572763	DKGLCNR1	Heckmann-Dataset S1C	1
P37666	b3553	ghrB	4.98740807075617	DKGLCNR2x	Heckmann-Dataset S1C	1
P37666	b3553	ghrB	7.94967517744325	DKGLCNR2y	Heckmann-Dataset S1C	1
P0AAJ1 + P76173 + P77783 + P77374	b1589 and b1590 and b1588 and b1587	ynfG + ynfH + ynfF + ynfE	10.0465844885282	DMSOR1	Heckmann-Dataset S1C	1
P18776 + P18777 + P18775	b0895 and b0896 and b0894	dmsB + dmsC + dmsA	10.0465844885282	DMSOR1	Heckmann-Dataset S1C	1
P46923 + P52005	b1872 and b1873	torZ + torY	13.0504166462609	DMSOR1pp	Heckmann-Dataset S1C	1
P18776 + P18777 + P18775	b0895 and b0896 and b0894	dmsB + dmsC + dmsA	11.6405723416128	DMSOR2	Heckmann-Dataset S1C	1
P46923 + P52005	b1872 and b1873	torZ + torY	13.0504166462609	DMSOR2pp	Heckmann-Dataset S1C	1
P08337	b0099	mutT	3.45122103767822	DNTPPA	Heckmann-Dataset S1C	1
P0AFC0	b1865	nudB	3.45122103767822	DNTPPA	Heckmann-Dataset S1C	1
P37672	b3575	dlgD	5.83820200407307	DOGULNR	Heckmann-Dataset S1C	1
P05793	b3774	ilvC	0.518672695127365	DPR	Heckmann-Dataset S1C	1
P0A6M2 + P0AEG4	b1185 and b3860	dsbB + dsbA	4.93303445876218	DSBAO1	Heckmann-Dataset S1C	1
P0A6M2 + P0AEG4	b1185 and b3860	dsbB + dsbA	4.93303445876218	DSBAO2	Heckmann-Dataset S1C	1
P0AEG6	b2893	dsbC	4.61027471072257	DSBCGT	Heckmann-Dataset S1C	1
P0AA25 + P36655	b3781 and b4136	trxA + dsbD	95.9820545568523	DSBDR	Heckmann-Dataset S1C	1
P0AGG4 + P36655	b2582 and b4136	trxC + dsbD	95.9820545568523	DSBDR	Heckmann-Dataset S1C	1
P77202	b0604	dsbG	6.5560852954136	DSBGGT	Heckmann-Dataset S1C	1
P39831	b1539	ydfG	10.6384719001763	DSERDHr_REV	Heckmann-Dataset S1C	1
P14407	b4122	fumB	7.17026079129293	DTARTD	Heckmann-Dataset S1C	1
P0A720	b1098	tmk	8.67347196877192	DTMPK_REV	Heckmann-Dataset S1C	1
